Date,HomeTeam,AwayTeam,FTHG,FTAG,home_form_last5,away_form_last5,home_goals_scored_last5,away_goals_scored_last5,home_goals_conceded_last5,away_goals_conceded_last5,home_goals_diff_last5,away_goals_diff_last5,home_win_rate_last5,away_win_rate_last5,head2head_form_last3,head2head_goal_diff_last3,FTR
2020-02-02,Club brugge,Antwerp,1,0,1.8,2.2,1.8,1.2,0.8,0.6,1.0,0.6,0.4,0.6,0.0,-1.0,1
2020-02-02,Anderlecht,Mouscron,1,0,1.6,0.8,1.2,1.2,0.8,2.0,0.4,-0.8,0.4,0.2,1.0,0.0,1
2020-02-02,Waregem,Waasland-beveren,5,0,0.6,1.8,1.2,1.0,2.4,1.2,-1.2,-0.2,0.2,0.6,3.0,1.0,1
2020-02-07,Gent,Anderlecht,1,1,2.6,2.0,2.4,1.2,0.6,0.6,1.8,0.6,0.8,0.6,1.0,0.0,0
2020-02-08,Charleroi,Waregem,4,0,1.2,0.6,1.4,1.2,0.6,2.2,0.8,-1.0,0.2,0.2,0.0,-2.0,1
2020-02-08,Cercle brugge,Mechelen,3,2,0.6,1.2,0.8,1.0,1.2,2.0,-0.4,-1.0,0.2,0.4,0.0,-2.0,1
2020-02-08,St truiden,Eupen,5,2,1.4,1.4,1.2,1.0,0.8,1.0,0.4,0.0,0.4,0.4,3.0,2.0,1
2020-02-08,Mouscron,Oostende,3,1,0.2,0.6,0.8,0.4,2.0,1.8,-1.2,-1.4,0.0,0.2,1.0,0.0,1
2020-02-11,Charleroi,Mechelen,2,1,1.6,1.2,2.0,1.4,0.4,2.0,1.6,-0.6,0.4,0.4,1.0,0.0,1
2020-02-12,Standard,Club brugge,0,0,1.2,2.2,1.4,1.8,1.8,0.6,-0.4,1.2,0.4,0.6,1.0,0.0,0
2020-02-12,Waasland-beveren,Kortrijk,1,2,1.8,2.0,0.8,1.6,1.4,1.2,-0.6,0.4,0.6,0.6,3.0,2.0,-1
2020-02-13,Antwerp,Genk,1,1,1.6,1.8,1.0,1.4,0.8,1.4,0.2,0.0,0.4,0.6,1.0,0.0,0
2020-02-14,Eupen,Gent,2,3,1.4,2.6,1.2,2.4,1.6,0.6,-0.4,1.8,0.4,0.8,0.0,-5.0,-1
2020-02-15,Mechelen,Anderlecht,2,0,0.6,1.6,1.4,1.0,2.4,0.8,-1.0,0.2,0.2,0.4,1.0,0.0,1
2020-02-15,Oostende,Kortrijk,0,3,0.6,2.0,0.6,1.6,2.2,1.2,-1.6,0.4,0.2,0.6,1.0,0.0,-1
2020-02-15,Club brugge,Waasland-beveren,2,1,1.8,1.2,1.0,0.6,0.6,1.6,0.4,-1.0,0.4,0.4,3.0,2.0,1
2020-02-15,St truiden,Cercle brugge,0,1,1.8,0.6,2.0,1.0,1.0,1.6,1.0,-0.6,0.6,0.2,0.0,-1.0,-1
2020-02-16,Antwerp,Charleroi,1,1,1.6,1.6,1.0,1.4,0.8,0.6,0.2,0.8,0.4,0.4,0.0,-1.0,0
2020-02-16,Genk,Standard,1,3,2.0,1.4,1.6,1.2,1.2,1.4,0.4,-0.2,0.6,0.4,0.0,-1.0,-1
2020-02-16,Waregem,Mouscron,1,2,0.6,0.6,1.2,1.2,2.6,2.0,-1.4,-0.8,0.2,0.2,1.0,0.0,-1
2020-02-21,Kortrijk,Genk,0,1,2.0,1.4,2.0,1.4,1.2,1.6,0.8,-0.2,0.6,0.4,0.0,-1.0,-1
2020-02-22,Standard,Antwerp,1,0,2.0,1.6,1.8,1.2,1.4,1.0,0.4,0.2,0.6,0.4,1.0,0.0,1
2020-02-22,Mouscron,Cercle brugge,0,1,1.2,1.2,1.4,1.2,1.8,1.4,-0.4,-0.2,0.4,0.4,1.0,0.0,-1
2020-02-22,Oostende,Waregem,1,1,0.6,0.6,0.6,1.4,1.8,2.2,-1.2,-0.8,0.2,0.2,0.0,-2.0,0
2020-02-22,Mechelen,Waasland-beveren,4,0,0.6,0.6,1.4,0.6,2.2,2.0,-0.8,-1.4,0.2,0.2,3.0,2.0,1
2020-02-23,Gent,St truiden,4,1,2.6,1.8,2.8,2.0,1.0,1.0,1.8,1.0,0.8,0.6,1.0,0.0,1
2020-02-23,Anderlecht,Eupen,6,1,1.4,1.4,1.0,1.4,1.2,1.8,-0.2,-0.4,0.4,0.4,1.0,0.0,1
2020-02-23,Club brugge,Charleroi,1,0,1.8,1.6,1.0,1.4,0.6,0.6,0.4,0.8,0.4,0.4,1.0,0.0,1
2020-02-28,St truiden,Mechelen,0,3,1.2,1.2,1.8,1.8,1.8,1.6,0.0,0.2,0.4,0.4,3.0,1.0,-1
2020-02-29,Waasland-beveren,Anderlecht,0,3,0.0,2.0,0.4,2.0,2.8,1.0,-2.4,1.0,0.0,0.6,1.0,0.0,-1
2020-02-29,Eupen,Mouscron,2,1,1.2,1.2,1.4,1.2,2.8,1.4,-1.4,-0.2,0.4,0.4,0.0,-2.0,1
2020-02-29,Waregem,Kortrijk,2,2,0.8,2.0,1.6,2.0,1.8,1.0,-0.2,1.0,0.2,0.6,0.0,-2.0,0
2020-02-29,Antwerp,Oostende,3,1,1.0,0.8,0.8,0.8,1.0,1.8,-0.2,-1.0,0.2,0.2,1.0,0.0,1
2020-03-01,Genk,Club brugge,1,2,1.4,2.2,1.0,0.8,1.6,0.2,-0.6,0.6,0.4,0.6,1.0,0.0,-1
2020-03-01,Charleroi,Standard,2,0,1.4,2.0,1.4,1.4,0.8,1.0,0.6,0.4,0.4,0.6,1.0,0.0,1
2020-03-01,Cercle brugge,Gent,1,0,1.8,2.6,1.2,3.0,1.0,1.0,0.2,2.0,0.6,0.8,0.0,-1.0,1
2020-03-07,Oostende,Genk,2,4,0.8,1.4,0.8,1.0,2.0,1.2,-1.2,-0.2,0.2,0.4,0.0,-2.0,-1
2020-03-07,Standard,St truiden,0,0,1.4,0.6,1.0,1.2,1.2,2.2,-0.2,-1.0,0.4,0.2,0.0,-1.0,0
2020-03-07,Anderlecht,Waregem,7,0,2.0,1.0,2.2,1.8,0.8,1.8,1.4,0.0,0.6,0.2,3.0,1.0,1
2020-03-07,Club brugge,Cercle brugge,2,1,2.6,2.4,1.2,1.2,0.4,0.6,0.8,0.6,0.8,0.8,3.0,2.0,1
2020-03-07,Gent,Charleroi,1,4,2.0,2.0,2.2,1.8,1.0,0.6,1.2,1.2,0.6,0.6,1.0,0.0,-1
2020-03-07,Kortrijk,Antwerp,0,1,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.6,0.2,0.0,-2.0,-1
2020-03-07,Mechelen,Eupen,1,1,1.8,1.2,2.4,1.6,1.0,3.0,1.4,-1.4,0.6,0.4,3.0,2.0,0
2020-03-07,Mouscron,Waasland-beveren,1,0,1.2,0.0,1.2,0.4,1.2,3.2,0.0,-2.8,0.4,0.0,1.0,0.0,1
2020-08-08,Club brugge,Charleroi,0,1,2.6,2.0,1.4,1.8,0.6,0.8,0.8,1.0,0.8,0.6,2.0,0.5,-1
2020-08-08,Antwerp,Mouscron,1,1,1.6,1.8,1.2,1.4,0.8,1.0,0.4,0.4,0.4,0.6,0.0,-2.0,0
2020-08-08,Standard,Cercle brugge,1,0,1.6,2.4,0.8,1.4,0.6,0.8,0.2,0.6,0.4,0.8,3.0,1.5,1
2020-08-09,Kortrijk,Waasland-beveren,1,3,1.4,0.0,1.4,0.4,1.0,2.4,0.4,-2.0,0.4,0.0,1.5,-0.5,-1
2020-08-09,Waregem,Genk,1,2,0.4,1.4,0.8,1.6,3.2,1.6,-2.4,0.0,0.0,0.4,1.5,-0.5,-1
2020-08-09,St truiden,Gent,2,1,0.8,1.4,1.2,1.8,2.0,1.8,-0.8,0.0,0.2,0.4,0.5,-1.5,1
2020-08-09,Mechelen,Anderlecht,2,2,2.0,2.0,2.2,3.4,0.6,0.8,1.6,2.6,0.6,0.6,2.0,1.0,0
2020-08-10,Oud-heverlee leuven,Eupen,1,1,,0.8,,1.6,,3.2,,-1.6,,0.2,,,0
2020-08-10,Oostende,Beerschot va,1,2,0.2,,1.0,,2.8,,-1.8,,0.0,,,,-1
2020-08-14,Mouscron,Mechelen,0,1,1.4,2.2,1.0,2.4,1.0,0.6,0.0,1.8,0.4,0.6,0.5,-0.5,-1
2020-08-15,Genk,Oud-heverlee leuven,1,1,1.8,1.0,1.8,1.0,1.6,1.0,0.2,0.0,0.6,0.0,,,0
2020-08-15,Charleroi,Oostende,1,0,2.0,0.2,1.6,1.0,0.6,2.6,1.0,-1.6,0.6,0.0,3.0,3.0,1
2020-08-15,Gent,Kortrijk,1,2,1.2,0.8,1.8,1.2,2.0,1.4,-0.2,-0.2,0.4,0.2,3.0,2.0,-1
2020-08-16,Eupen,Club brugge,0,4,1.0,2.4,1.4,1.4,2.4,0.8,-1.0,0.6,0.2,0.8,1.0,0.0,-1
2020-08-16,Anderlecht,St truiden,3,1,2.0,0.8,3.6,0.6,1.0,1.8,2.6,-1.2,0.6,0.2,3.0,3.0,1
2020-08-16,Cercle brugge,Antwerp,2,1,1.8,1.6,0.8,1.2,0.6,0.8,0.2,0.4,0.6,0.4,0.0,-1.5,1
2020-08-16,Beerschot va,Waregem,3,1,3.0,0.4,2.0,1.0,1.0,2.8,1.0,-1.8,1.0,0.0,,,1
2020-08-17,Waasland-beveren,Standard,1,2,0.6,2.0,0.8,1.0,2.2,0.6,-1.4,0.4,0.2,0.6,1.5,-0.5,-1
2020-08-21,Kortrijk,Eupen,0,0,0.8,1.0,1.0,1.0,1.6,2.6,-0.6,-1.6,0.2,0.2,1.5,0.0,0
2020-08-22,Waregem,Waasland-beveren,4,1,0.4,0.6,1.0,0.8,3.0,2.2,-2.0,-1.4,0.0,0.2,3.0,3.0,1
2020-08-22,Mechelen,Cercle brugge,2,3,2.2,1.8,2.2,1.0,0.6,0.8,1.6,0.2,0.6,0.6,1.5,0.5,-1
2020-08-22,Oud-heverlee leuven,Charleroi,1,3,1.0,2.4,1.0,1.6,1.0,0.4,0.0,1.2,0.0,0.8,,,-1
2020-08-22,Antwerp,Gent,1,0,1.4,0.6,1.2,1.4,1.0,2.0,0.2,-0.6,0.4,0.2,2.0,0.5,1
2020-08-23,Anderlecht,Mouscron,1,1,2.6,0.8,4.2,0.6,0.8,1.0,3.4,-0.4,0.8,0.2,2.0,0.5,0
2020-08-23,Club brugge,Beerschot va,0,1,2.4,3.0,1.8,2.5,0.6,1.0,1.2,1.5,0.8,1.0,,,-1
2020-08-23,Standard,Genk,0,0,2.0,2.0,0.8,1.8,0.6,1.2,0.2,0.6,0.6,0.6,3.0,1.5,0
2020-08-24,St truiden,Oostende,0,0,0.8,0.2,0.8,1.0,2.2,2.2,-1.4,-1.2,0.2,0.0,1.5,0.0,0
2020-08-28,Oostende,Anderlecht,2,2,0.2,2.2,0.8,3.2,2.0,0.8,-1.2,2.4,0.0,0.6,3.0,1.0,0
2020-08-29,Eupen,St truiden,1,1,1.2,1.0,0.8,0.6,1.4,1.4,-0.6,-0.8,0.2,0.2,0.0,-2.5,0
2020-08-29,Cercle brugge,Kortrijk,0,1,1.8,1.0,1.4,1.0,1.2,1.4,0.2,-0.4,0.6,0.2,0.0,-1.5,-1
2020-08-29,Waasland-beveren,Oud-heverlee leuven,1,3,0.6,0.6666666666666666,1.0,1.0,2.2,1.6666666666666667,-1.2,-0.6666666666666666,0.2,0.0,,,-1
2020-08-29,Mouscron,Waregem,0,1,1.0,0.8,0.8,1.6,1.0,3.0,-0.2,-1.4,0.2,0.2,2.0,0.5,-1
2020-08-30,Charleroi,Antwerp,2,0,3.0,2.0,2.2,1.4,0.4,0.8,1.8,0.6,1.0,0.6,2.0,0.5,1
2020-08-30,Gent,Mechelen,1,0,0.0,1.6,0.6,1.8,2.0,1.2,-1.4,0.6,0.0,0.4,3.0,3.0,1
2020-08-30,Genk,Club brugge,1,2,1.6,1.8,1.6,1.6,1.2,0.8,0.4,0.8,0.4,0.6,0.5,-0.5,-1
2020-08-30,Beerschot va,Standard,0,3,3.0,1.6,2.0,0.6,0.6666666666666666,0.6,1.3333333333333333,0.0,1.0,0.4,,,-1
2020-09-11,Eupen,Gent,2,1,0.8,0.6,0.6,0.8,1.4,1.8,-0.8,-1.0,0.0,0.2,0.0,-3.0,1
2020-09-12,Club brugge,Waasland-beveren,4,1,1.8,0.6,1.6,1.2,0.8,2.2,0.8,-1.0,0.6,0.2,3.0,1.5,1
2020-09-12,Oud-heverlee leuven,Standard,1,0,1.25,2.2,1.5,1.2,1.5,0.2,0.0,1.0,0.25,0.6,,,1
2020-09-12,Mechelen,Oostende,0,1,1.0,0.4,1.2,1.0,1.4,1.8,-0.2,-0.8,0.2,0.0,1.5,0.0,-1
2020-09-13,St truiden,Antwerp,2,3,1.2,1.4,0.8,0.8,1.0,1.0,-0.2,-0.2,0.2,0.4,0.5,-1.0,-1
2020-09-13,Waregem,Charleroi,0,2,1.2,3.0,1.4,2.2,2.6,0.4,-1.2,1.8,0.4,1.0,1.5,-1.0,-1
2020-09-13,Kortrijk,Mouscron,3,0,1.4,1.0,0.8,0.6,1.0,0.8,-0.2,-0.2,0.4,0.2,0.0,-1.5,1
2020-09-13,Anderlecht,Cercle brugge,2,0,1.8,1.2,3.0,1.2,1.2,1.4,1.8,-0.2,0.4,0.4,3.0,1.0,1
2020-09-14,Beerschot va,Genk,5,2,2.25,1.6,1.5,1.6,1.25,1.2,0.25,0.4,0.75,0.4,,,1
2020-09-18,Charleroi,Beerschot va,3,1,3.0,2.4,1.8,2.2,0.2,1.4,1.6,0.8,1.0,0.8,,,1
2020-09-19,Oostende,Oud-heverlee leuven,3,1,1.0,1.6,0.8,1.4,1.0,1.2,-0.2,0.2,0.2,0.4,,,1
2020-09-19,Mouscron,Gent,0,1,0.4,0.6,0.4,0.8,1.4,1.4,-1.0,-0.6,0.0,0.2,1.5,-0.5,-1
2020-09-19,Waasland-beveren,Anderlecht,2,4,0.6,1.8,1.4,2.0,2.8,1.2,-1.4,0.8,0.2,0.4,0.5,-1.5,-1
2020-09-20,Waregem,Club brugge,0,6,1.2,1.8,1.4,2.0,1.6,0.8,-0.2,1.2,0.4,0.6,0.0,-3.0,-1
2020-09-20,Standard,Kortrijk,2,1,2.0,2.0,1.2,1.4,0.4,0.8,0.8,0.6,0.6,0.6,1.5,-0.5,1
2020-09-20,Genk,Mechelen,3,1,1.0,0.8,1.2,1.0,1.8,1.4,-0.6,-0.4,0.2,0.2,0.0,-2.0,1
2020-09-20,Antwerp,Eupen,2,2,1.4,1.2,1.2,0.8,1.4,1.4,-0.2,-0.6,0.4,0.2,3.0,2.0,0
2020-09-21,Cercle brugge,St truiden,3,0,1.2,1.0,1.0,1.2,1.4,1.6,-0.4,-0.4,0.4,0.2,3.0,1.0,1
2020-09-25,Kortrijk,Antwerp,1,3,2.0,1.4,1.4,1.4,0.6,1.6,0.8,-0.2,0.6,0.4,0.0,-1.5,-1
2020-09-26,Gent,Oud-heverlee leuven,2,3,1.2,1.4,0.8,1.4,1.0,1.6,-0.2,-0.2,0.4,0.4,,,-1
2020-09-26,Beerschot va,Waasland-beveren,3,2,1.8,0.0,2.0,1.2,1.8,3.4,0.2,-2.2,0.6,0.0,,,1
2020-09-26,Mechelen,St truiden,2,0,0.6,0.4,0.8,0.8,1.6,2.0,-0.8,-1.2,0.2,0.0,1.5,1.0,1
2020-09-27,Standard,Waregem,2,2,2.0,1.2,1.4,1.2,0.6,2.4,0.8,-1.2,0.6,0.4,3.0,4.0,0
2020-09-27,Anderlecht,Eupen,1,1,2.2,1.2,2.4,1.0,1.2,1.6,1.2,-0.6,0.6,0.2,2.0,2.5,0
2020-09-27,Club brugge,Cercle brugge,2,1,2.4,1.8,3.2,1.6,0.6,1.2,2.6,0.4,0.8,0.6,3.0,1.5,1
2020-09-27,Mouscron,Charleroi,1,1,0.2,3.0,0.2,2.2,1.4,0.4,-1.2,1.8,0.0,1.0,0.5,-0.5,0
2020-09-28,Genk,Oostende,2,2,1.0,1.6,1.4,1.2,1.8,0.8,-0.4,0.4,0.2,0.4,3.0,2.0,0
2020-10-02,Antwerp,Mechelen,4,1,2.0,0.6,1.8,1.0,1.4,1.6,0.4,-0.6,0.6,0.2,1.5,-0.5,1
2020-10-03,Waasland-beveren,Genk,1,1,0.0,1.0,1.4,1.6,3.6,2.0,-2.2,-0.4,0.0,0.2,0.0,-3.5,0
2020-10-03,Eupen,Cercle brugge,1,2,1.4,1.2,1.2,1.4,1.0,1.4,0.2,0.0,0.2,0.4,3.0,1.0,-1
2020-10-03,Oud-heverlee leuven,Waregem,2,1,1.8,1.4,1.8,1.4,1.8,2.2,0.0,-0.8,0.6,0.4,,,1
2020-10-03,St truiden,Kortrijk,0,0,0.4,1.4,0.6,1.2,1.8,1.0,-1.2,0.2,0.0,0.4,1.5,-1.0,0
2020-10-04,Charleroi,Standard,1,2,2.6,1.6,2.2,1.4,0.6,0.8,1.6,0.6,0.8,0.4,2.0,1.0,-1
2020-10-04,Oostende,Mouscron,3,0,1.8,0.4,1.6,0.4,1.0,1.4,0.6,-1.0,0.4,0.0,0.5,-1.0,1
2020-10-04,Club brugge,Anderlecht,3,0,2.4,1.8,2.8,2.0,0.8,1.2,2.0,0.8,0.8,0.4,3.0,1.0,1
2020-10-04,Gent,Beerschot va,5,1,1.2,1.8,1.0,2.0,1.2,2.0,-0.2,0.0,0.4,0.6,,,1
2020-10-17,Cercle brugge,Gent,5,2,1.2,1.8,1.2,2.0,1.2,1.2,0.0,0.8,0.4,0.6,1.5,0.0,1
2020-10-17,Beerschot va,St truiden,6,3,1.2,0.4,2.0,0.6,3.0,1.8,-1.0,-1.2,0.4,0.0,,,1
2020-10-17,Mechelen,Kortrijk,1,2,0.6,1.4,0.8,1.2,1.8,1.0,-1.0,0.2,0.2,0.4,2.0,0.5,-1
2020-10-17,Standard,Club brugge,1,1,2.0,3.0,1.8,3.4,1.0,0.6,0.8,2.8,0.6,1.0,1.0,0.0,0
2020-10-18,Genk,Charleroi,2,1,1.0,2.0,1.8,1.8,2.2,0.8,-0.4,1.0,0.2,0.6,1.5,0.0,1
2020-10-18,Anderlecht,Oud-heverlee leuven,2,2,1.6,2.4,1.8,2.0,1.6,1.4,0.2,0.6,0.4,0.8,,,0
2020-10-18,Waregem,Antwerp,1,3,0.8,2.0,0.8,2.4,2.4,1.6,-1.6,0.8,0.2,0.6,1.5,0.5,-1
2020-10-18,Mouscron,Eupen,0,2,0.2,1.2,0.2,1.4,1.8,1.4,-1.6,0.0,0.0,0.2,1.5,0.5,-1
2020-10-23,Kortrijk,Anderlecht,1,3,1.4,1.6,1.4,1.8,1.2,1.6,0.2,0.2,0.4,0.4,2.0,1.0,-1
2020-10-24,Oud-heverlee leuven,Club brugge,2,1,2.0,2.6,1.8,3.2,1.6,0.6,0.2,2.6,0.6,0.8,,,1
2020-10-25,Antwerp,Beerschot va,3,2,2.6,1.8,3.0,3.2,1.4,3.0,1.6,0.2,0.8,0.6,,,1
2020-10-25,Oostende,Waregem,3,0,2.2,0.2,2.2,0.8,1.0,3.0,1.2,-2.2,0.6,0.0,0.5,-1.0,1
2020-10-25,St truiden,Standard,2,0,0.2,1.6,1.0,1.4,2.8,1.2,-1.8,0.2,0.0,0.4,2.0,0.5,1
2020-10-26,Gent,Genk,1,2,1.2,1.6,2.2,2.0,2.2,2.0,0.0,0.0,0.4,0.4,3.0,2.5,-1
2020-10-30,Genk,Eupen,4,0,2.2,1.6,2.0,1.6,1.2,1.2,0.8,0.4,0.6,0.4,1.5,-0.5,1
2020-10-31,Club brugge,Mechelen,2,2,2.0,0.6,2.6,1.0,0.8,2.0,1.8,-1.0,0.6,0.2,3.0,4.0,0
2020-10-31,Beerschot va,Oud-heverlee leuven,4,2,1.2,2.0,2.6,2.0,3.2,1.8,-0.6,0.2,0.4,0.6,,,1
2020-10-31,Charleroi,Cercle brugge,3,0,1.4,1.8,1.6,2.2,1.2,1.4,0.4,0.8,0.4,0.6,3.0,3.0,1
2020-11-01,Anderlecht,Antwerp,1,0,1.6,2.6,2.0,3.0,1.8,1.4,0.2,1.6,0.4,0.8,0.5,-0.5,1
2020-11-01,Standard,Oostende,1,0,1.6,2.6,1.4,2.4,1.4,0.6,0.0,1.8,0.4,0.8,3.0,2.0,1
2020-11-01,Waasland-beveren,Gent,1,4,0.2,1.2,1.4,2.2,3.0,2.2,-1.6,0.0,0.0,0.4,0.0,-2.0,-1
2020-11-02,Waregem,Kortrijk,1,1,0.2,0.8,0.8,1.0,3.2,1.8,-2.4,-0.8,0.0,0.2,0.5,-1.0,0
2020-11-06,Mechelen,Charleroi,3,3,0.8,1.4,1.4,1.8,2.2,1.2,-0.8,0.6,0.2,0.4,0.5,-0.5,0
2020-11-07,Kortrijk,Beerschot va,5,5,1.0,1.8,1.0,3.2,1.6,3.0,-0.6,0.2,0.2,0.6,,,0
2020-11-07,Eupen,Waasland-beveren,1,1,1.0,0.2,1.2,1.4,1.8,3.2,-0.6,-1.8,0.2,0.0,2.0,0.5,0
2020-11-07,St truiden,Genk,1,2,0.8,2.2,1.0,2.2,2.2,1.0,-1.2,1.2,0.2,0.6,2.0,0.5,-1
2020-11-08,Antwerp,Standard,1,1,2.4,1.6,2.6,1.2,1.2,1.2,1.4,0.0,0.8,0.4,0.5,-0.5,0
2020-11-08,Oostende,Club brugge,1,3,2.0,1.6,2.2,1.8,0.8,1.2,1.4,0.6,0.6,0.4,0.0,-2.0,-1
2020-11-08,Gent,Anderlecht,1,1,1.2,1.6,2.8,1.4,2.4,1.4,0.4,0.0,0.4,0.4,1.0,0.0,0
2020-11-08,Cercle brugge,Waregem,1,3,1.8,0.4,2.2,1.0,1.6,2.2,0.6,-1.2,0.6,0.0,1.5,-2.0,-1
2020-11-21,Club brugge,Kortrijk,1,0,1.6,1.2,2.0,1.8,1.2,2.0,0.8,-0.2,0.4,0.2,2.0,1.5,1
2020-11-21,Waasland-beveren,Cercle brugge,0,2,0.4,1.2,1.4,1.8,2.6,2.2,-1.2,-0.4,0.0,0.4,0.5,-0.5,-1
2020-11-21,Standard,Eupen,2,2,1.6,1.0,1.0,1.0,1.0,1.6,0.0,-0.6,0.4,0.2,3.0,2.0,0
2020-11-21,Oostende,Antwerp,1,1,1.4,2.0,1.8,2.2,1.2,1.2,0.6,1.0,0.4,0.6,0.5,-1.0,0
2020-11-22,Waregem,Mechelen,1,2,0.8,1.0,1.2,1.8,2.0,2.2,-0.8,-0.4,0.2,0.2,1.5,0.0,-1
2020-11-22,Charleroi,Gent,0,1,1.0,1.4,1.8,2.6,1.6,2.0,0.2,0.6,0.2,0.4,2.0,1.5,-1
2020-11-22,Genk,Mouscron,4,1,2.6,0.2,2.2,0.2,0.8,2.0,1.4,-1.8,0.8,0.0,2.0,0.5,1
2020-11-22,Beerschot va,Anderlecht,2,1,1.4,1.6,3.6,1.4,3.6,1.4,0.0,0.0,0.4,0.4,,,1
2020-11-23,Oud-heverlee leuven,St truiden,2,2,2.0,0.8,2.2,1.2,2.0,2.0,0.2,-0.8,0.6,0.2,,,0
2020-11-24,Waasland-beveren,Oostende,2,0,0.4,1.4,1.0,1.6,2.2,1.0,-1.2,0.6,0.0,0.4,3.0,1.5,1
2020-11-25,Cercle brugge,Mouscron,1,2,1.8,0.2,2.0,0.4,1.8,2.2,0.2,-1.8,0.6,0.0,2.0,0.5,-1
2020-11-27,Eupen,Charleroi,3,1,1.0,0.8,1.2,1.6,1.8,1.6,-0.6,0.0,0.2,0.2,0.5,-0.5,1
2020-11-28,St truiden,Waasland-beveren,1,1,1.0,1.0,1.6,1.0,2.0,1.6,-0.4,-0.6,0.2,0.2,0.5,-0.5,0
2020-11-28,Cercle brugge,Genk,1,5,1.2,3.0,1.8,2.8,2.0,0.8,-0.2,2.0,0.4,1.0,0.0,-1.0,-1
2020-11-28,Mouscron,Club brugge,0,0,0.8,1.6,0.8,1.6,2.2,1.2,-1.4,0.4,0.2,0.4,0.0,-1.0,0
2020-11-29,Mechelen,Beerschot va,2,3,1.0,2.0,1.8,3.8,2.4,2.8,-0.6,1.0,0.2,0.6,,,-1
2020-11-29,Gent,Waregem,0,3,1.4,0.8,1.8,1.2,1.8,2.0,0.0,-0.8,0.4,0.2,2.0,1.0,-1
2020-11-29,Anderlecht,Standard,0,0,1.6,1.2,1.6,1.0,1.2,1.2,0.4,-0.2,0.4,0.2,2.0,0.5,0
2020-11-29,Kortrijk,Oostende,3,1,1.0,0.8,1.8,1.0,2.2,1.4,-0.4,-0.4,0.2,0.2,2.0,1.5,1
2020-11-30,Antwerp,Oud-heverlee leuven,3,2,1.6,1.6,1.6,2.0,1.2,2.0,0.4,0.0,0.4,0.4,,,1
2020-12-01,Mouscron,St truiden,3,2,0.8,1.0,0.6,1.8,2.0,2.2,-1.4,-0.4,0.2,0.2,1.5,-0.5,1
2020-12-02,Charleroi,Waasland-beveren,0,2,0.8,1.0,1.6,1.0,1.8,1.6,-0.2,-0.6,0.2,0.2,3.0,3.0,-1
2020-12-03,Eupen,Mechelen,1,1,1.6,1.0,1.6,2.0,1.6,2.2,0.0,-0.2,0.4,0.2,0.5,-1.0,0
2020-12-04,Waregem,Anderlecht,2,2,1.4,1.6,1.6,1.2,1.4,0.8,0.2,0.4,0.4,0.4,0.0,-4.0,0
2020-12-05,Waasland-beveren,Mouscron,2,0,1.6,1.4,1.2,1.2,0.8,1.8,0.4,-0.6,0.4,0.4,0.5,-0.5,1
2020-12-05,Oud-heverlee leuven,Cercle brugge,2,1,1.0,0.6,2.0,1.0,2.4,2.6,-0.4,-1.6,0.2,0.2,,,1
2020-12-05,Club brugge,St truiden,1,0,1.6,1.0,1.4,1.6,1.0,1.6,0.4,0.0,0.4,0.2,3.0,3.5,1
2020-12-06,Genk,Antwerp,4,2,3.0,1.6,3.4,1.6,0.8,1.4,2.6,0.2,1.0,0.4,1.0,0.0,1
2020-12-06,Beerschot va,Eupen,0,1,2.0,1.2,3.2,1.4,2.6,1.8,0.6,-0.4,0.6,0.2,,,-1
2020-12-06,Standard,Mechelen,2,2,1.2,1.2,0.8,2.0,1.0,2.0,-0.2,0.0,0.2,0.2,1.5,0.0,0
2020-12-06,Oostende,Gent,2,1,0.2,1.4,0.6,1.4,2.0,1.4,-1.4,0.0,0.0,0.4,1.5,-0.5,1
2020-12-07,Charleroi,Kortrijk,0,0,0.8,1.0,1.4,2.0,1.8,2.2,-0.4,-0.2,0.2,0.2,1.0,0.0,0
2020-12-08,Oud-heverlee leuven,Mouscron,2,0,1.4,1.4,2.0,1.2,2.2,1.8,-0.2,-0.6,0.4,0.4,,,1
2020-12-11,Anderlecht,Genk,1,0,1.2,3.0,1.0,3.8,1.0,1.0,0.0,2.8,0.2,1.0,1.5,0.5,1
2020-12-12,St truiden,Charleroi,1,2,0.4,0.4,1.2,0.8,1.8,1.8,-0.6,-1.0,0.0,0.0,1.5,0.5,-1
2020-12-12,Cercle brugge,Oostende,0,1,0.6,0.8,1.2,1.0,2.4,2.0,-1.2,-1.0,0.2,0.2,0.0,-2.0,-1
2020-12-12,Mouscron,Beerschot va,3,1,1.4,2.0,1.0,2.8,1.4,2.2,-0.4,0.6,0.4,0.6,,,1
2020-12-12,Kortrijk,Oud-heverlee leuven,0,3,1.2,1.4,1.8,2.0,1.6,2.0,0.2,0.0,0.2,0.4,,,-1
2020-12-13,Antwerp,Club brugge,0,2,1.0,2.2,1.4,1.4,1.8,0.6,-0.4,0.8,0.2,0.6,1.5,0.0,-1
2020-12-13,Gent,Standard,2,1,1.4,1.4,1.4,1.2,1.4,1.0,0.0,0.2,0.4,0.2,3.0,1.5,1
2020-12-13,Mechelen,Waasland-beveren,2,3,1.2,2.0,2.0,1.4,2.0,0.6,0.0,0.8,0.2,0.6,3.0,3.0,-1
